asset_id,recorded_at,lat,lng,engine_hours,idle_hours,fuel_level_pct,tilt_angle_deg,speed_kmh,is_anomaly,equipment_type,site_id,engine_active,hours_since_maintenance
EQX1001,2026-08-01T02:33:00Z,26.914303,75.78706,1230.53,211.98,88.7,12.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T02:39:00Z,26.91389,75.78762,1230.53,211.98,88.6,7.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T02:45:00Z,26.91695,75.798307,1230.53,211.98,88.6,12.8,0.0,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T02:51:00Z,26.911652,75.788849,1230.53,211.98,88.6,10.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T03:08:00Z,26.914757,75.786418,1230.53,211.98,88.6,10.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T03:21:00Z,26.912377,75.785948,1230.53,211.98,88.6,3.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T03:34:00Z,26.912923,75.788995,1230.53,211.98,88.6,3.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T03:47:00Z,26.912177,75.78781,1230.53,211.98,88.6,7.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T04:08:00Z,26.911485,75.786649,1230.53,211.98,88.5,11.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T04:15:00Z,26.91284,75.788116,1230.53,211.98,88.5,5.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T04:33:00Z,26.91344,75.788026,1230.53,211.98,88.5,2.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T04:49:00Z,25.951746,81.986559,1230.53,211.98,88.5,2.2,14.4,True,Excavator,,True,49.18
EQX1001,2026-08-01T04:56:00Z,26.912197,75.787713,1230.53,211.98,88.4,9.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T05:14:00Z,26.912818,75.785045,1230.53,211.98,88.4,3.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T05:15:00Z,26.913463,75.787279,1230.53,211.98,88.4,2.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T05:18:00Z,26.914042,75.786086,1230.53,211.98,88.4,9.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T05:19:00Z,26.912069,75.786571,1230.53,211.98,88.4,3.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T05:36:00Z,26.915483,75.787304,1230.53,211.98,88.4,3.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T05:53:00Z,26.910869,75.786395,1230.53,211.98,88.4,11.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:00:00Z,26.913004,75.787664,1230.53,211.98,88.3,1.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:17:00Z,26.912495,75.787854,1230.53,211.98,88.3,7.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:21:00Z,26.912645,75.78769,1230.53,211.98,88.3,11.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:24:00Z,26.91249,75.787247,1230.53,211.98,88.3,10.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:28:00Z,26.912447,75.785813,1230.53,211.98,88.2,1.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:48:00Z,26.912493,75.788608,1230.53,211.98,88.2,11.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T06:59:00Z,26.912576,75.786578,1230.53,211.98,88.2,13.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T07:24:00Z,26.912354,75.786655,1230.53,211.98,88.1,8.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T07:28:00Z,26.912226,75.787055,1230.53,211.98,88.1,1.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T07:33:00Z,26.911428,75.789634,1230.53,211.98,88.1,10.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T07:40:00Z,26.913916,75.789341,1230.53,211.98,88.0,7.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T07:58:00Z,26.912461,75.786341,1230.53,211.98,88.0,9.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T08:08:00Z,26.912418,75.786608,1230.53,211.98,88.0,0.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T08:27:00Z,26.912226,75.785152,1230.53,211.99,88.0,0.3,0.2,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T08:45:00Z,26.912357,75.789087,1230.53,211.99,88.0,11.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:00:00Z,26.913135,75.787404,1230.53,211.99,87.9,10.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:01:00Z,26.911983,75.786988,1230.53,211.99,87.9,4.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:11:00Z,26.912756,75.786782,1230.53,211.99,87.9,9.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:15:00Z,26.913068,75.788338,1230.53,211.99,87.9,8.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:22:00Z,26.912846,75.787311,1230.53,211.99,87.8,12.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:32:00Z,26.912514,75.787763,1230.53,211.99,87.8,12.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:43:00Z,26.911167,75.787537,1230.53,211.99,87.8,9.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T09:46:00Z,26.913392,75.787166,1230.53,211.99,87.7,11.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T10:17:00Z,26.912662,75.78683,1230.53,211.99,87.7,2.1,35.4,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T10:23:00Z,26.913776,75.78769,1230.53,211.99,87.7,9.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T10:42:00Z,26.913137,75.789344,1230.53,211.99,87.7,2.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T10:45:00Z,26.912842,75.788612,1230.53,211.99,87.7,12.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T10:50:00Z,26.913284,75.786857,1230.53,211.99,87.6,10.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T10:59:00Z,26.912581,75.787551,1230.53,211.99,87.6,7.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T11:38:00Z,26.91339,75.787111,1230.53,211.99,87.6,7.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T11:57:00Z,26.911759,75.786897,1230.53,211.99,87.6,10.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T11:58:00Z,26.912533,75.786477,1230.53,211.99,87.6,2.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T12:04:00Z,26.912361,75.786769,1230.53,211.99,87.5,11.4,7.8,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T12:16:00Z,26.913124,75.787374,1230.53,211.99,87.5,0.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T12:31:00Z,26.913871,75.788062,1230.53,211.99,87.5,11.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T12:38:00Z,26.913675,75.787976,1230.53,211.99,87.5,13.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T12:42:00Z,26.911674,75.787195,1230.53,211.99,87.5,1.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T12:48:00Z,26.911595,75.787145,1230.53,211.99,87.4,11.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T13:03:00Z,26.912677,75.788327,1230.53,211.99,87.4,36.8,0.0,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T13:06:00Z,26.913939,75.788122,1230.53,211.99,87.4,3.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T13:51:00Z,26.914579,75.78664,1230.53,211.99,87.3,11.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T13:57:00Z,26.91071,75.78792,1230.53,211.99,87.3,3.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T14:05:00Z,26.911041,75.787925,1230.53,211.99,87.3,2.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T14:06:00Z,26.911964,75.788547,1230.53,211.99,87.3,10.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T14:50:00Z,26.912624,75.789809,1230.53,211.99,87.2,1.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T14:56:00Z,26.913644,75.786731,1230.53,211.99,87.2,2.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:04:00Z,26.913259,75.788175,1230.53,211.99,87.1,5.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:08:00Z,26.911071,75.788401,1230.53,211.99,87.1,7.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:12:00Z,26.910326,75.787531,1230.53,211.99,87.1,9.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:18:00Z,26.913883,75.787629,1230.53,211.99,87.0,32.0,0.0,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T15:23:00Z,26.913522,75.788525,1230.53,211.99,87.0,14.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:25:00Z,26.911746,75.786882,1230.53,211.99,87.0,14.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:46:00Z,26.913353,75.789346,1230.53,211.99,87.0,12.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:48:00Z,26.912172,75.787311,1230.53,211.99,87.0,9.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T15:59:00Z,26.911949,75.78622,1230.53,211.99,86.9,9.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T16:09:00Z,26.913392,75.787241,1230.53,211.99,86.9,7.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T16:42:00Z,26.911414,75.787381,1230.53,212.01,86.9,11.1,0.2,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T16:43:00Z,26.913117,75.786464,1230.53,212.01,86.9,2.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T16:54:00Z,26.913062,75.787493,1230.53,212.01,86.8,10.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T16:59:00Z,26.9129,75.788113,1230.53,212.03,86.8,13.9,0.2,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T17:02:00Z,26.911803,75.789046,1230.53,212.03,86.8,1.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T17:20:00Z,26.912553,75.786192,1230.53,212.03,86.7,7.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T17:33:00Z,26.913351,75.785418,1230.53,212.03,86.7,12.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T17:39:00Z,26.91426,75.788384,1230.53,212.03,86.6,3.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T17:46:00Z,26.9105,75.785808,1230.53,212.03,86.6,14.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:06:00Z,26.912863,75.788441,1230.53,212.03,86.6,6.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:11:00Z,26.910813,75.787533,1230.53,212.03,86.6,8.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:19:00Z,26.910491,75.785352,1230.53,212.03,86.5,6.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:20:00Z,26.913408,75.787468,1230.53,212.03,86.5,14.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:24:00Z,26.913246,75.78882,1230.53,212.03,86.5,7.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:55:00Z,26.913086,75.785599,1230.53,212.03,86.5,12.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:58:00Z,26.912807,75.787859,1230.53,212.03,86.5,7.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T18:59:00Z,26.913131,75.785461,1230.53,212.03,86.4,12.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:08:00Z,26.911815,75.786868,1230.53,212.03,86.4,6.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:24:00Z,26.913558,75.787388,1230.53,212.03,86.4,2.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:25:00Z,26.912668,75.786315,1230.53,212.03,86.4,6.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:31:00Z,26.911403,75.787464,1230.53,212.03,86.4,3.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:34:00Z,26.911591,75.785972,1230.53,212.03,86.4,0.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:44:00Z,26.910225,75.786259,1230.53,212.03,86.3,1.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:54:00Z,26.913599,75.786683,1230.53,212.03,86.3,2.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:58:00Z,26.913807,75.78733,1230.53,212.03,86.2,12.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T19:59:00Z,26.913329,75.786652,1230.53,212.03,86.2,7.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:07:00Z,26.913134,75.787399,1230.53,212.03,86.2,7.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:11:00Z,26.911621,75.785814,1230.53,212.03,86.2,8.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:14:00Z,26.91274,75.785552,1230.53,212.03,86.1,0.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:17:00Z,26.913333,75.788049,1230.53,212.03,86.1,13.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:20:00Z,26.912991,75.786483,1230.53,212.03,86.1,12.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:34:00Z,26.91225,75.785693,1230.53,212.03,86.0,35.9,0.0,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T20:37:00Z,26.911147,75.787017,1230.53,212.03,86.0,4.8,4.5,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T20:48:00Z,26.911872,75.786813,1230.53,212.03,86.0,12.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T20:52:00Z,26.911753,75.786882,1230.53,212.03,86.0,2.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T21:33:00Z,26.912756,75.787031,1230.53,212.03,85.9,5.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T21:34:00Z,26.911428,75.786833,1230.53,212.03,85.9,10.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T21:41:00Z,26.912166,75.788385,1230.53,212.03,85.9,12.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:17:00Z,26.912573,75.786192,1230.53,212.03,85.9,12.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:25:00Z,26.914048,75.787468,1230.53,212.03,85.9,1.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:26:00Z,26.912163,75.786537,1230.53,212.03,85.8,1.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:32:00Z,26.91112,75.787512,1230.53,212.03,85.8,14.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:47:00Z,26.912085,75.787728,1230.53,212.03,85.7,0.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:50:00Z,26.911576,75.78849,1230.53,212.03,85.7,12.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T22:57:00Z,26.912863,75.786723,1230.53,212.03,85.7,4.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:00:00Z,26.913315,75.788497,1230.53,212.04,85.7,8.8,0.1,True,Excavator,S008,True,49.18
EQX1001,2026-08-01T23:01:00Z,26.911297,75.787304,1230.53,212.04,85.6,0.9,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:03:00Z,26.912985,75.787829,1230.53,212.04,85.6,1.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:04:00Z,26.912354,75.786862,1230.53,212.04,85.6,12.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:25:00Z,26.91161,75.788116,1230.53,212.04,85.6,3.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:30:00Z,26.913368,75.787418,1230.53,212.04,85.6,12.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:31:00Z,26.9141,75.787422,1230.53,212.04,85.6,9.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:39:00Z,26.911996,75.787308,1230.53,212.04,85.5,13.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:51:00Z,26.912444,75.787711,1230.53,212.04,85.5,8.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-01T23:52:00Z,26.911899,75.786458,1230.53,212.04,85.5,11.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T00:07:00Z,26.910696,75.788605,1230.53,212.04,85.5,13.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T00:17:00Z,26.912574,75.788484,1230.53,212.04,85.5,12.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:00:00Z,26.911174,75.786745,1230.53,212.04,85.4,1.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:15:00Z,26.914239,75.785689,1230.53,212.04,85.4,2.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:18:00Z,26.913732,75.788168,1230.53,212.04,85.4,7.4,6.8,True,Excavator,S008,True,49.18
EQX1001,2026-08-02T01:20:00Z,26.913233,75.787796,1230.53,212.04,85.3,10.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:26:00Z,26.911676,75.788604,1230.53,212.04,85.3,12.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:28:00Z,26.91422,75.786147,1230.53,212.04,85.3,6.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:31:00Z,26.912064,75.787931,1230.53,212.04,85.3,12.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:35:00Z,26.912347,75.787102,1230.53,212.04,85.3,2.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:45:00Z,26.911619,75.788007,1230.53,212.04,85.3,4.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T01:50:00Z,26.913789,75.787222,1230.53,212.04,85.2,7.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T02:06:00Z,26.914387,75.786587,1230.53,212.04,85.2,1.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T02:24:00Z,26.912255,75.78645,1230.53,212.04,85.2,0.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T02:47:00Z,26.913076,75.787783,1230.53,212.04,85.1,0.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T03:08:00Z,26.914199,75.787081,1230.53,212.04,85.1,14.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T03:14:00Z,26.912747,75.786325,1230.53,212.04,85.1,5.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T03:20:00Z,26.912672,75.790323,1230.53,212.04,85.1,14.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T03:37:00Z,26.91141,75.787833,1230.53,212.04,85.0,12.7,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T03:42:00Z,26.911775,75.785855,1230.53,212.04,85.0,5.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T03:56:00Z,26.912232,75.78702,1230.53,212.06,85.0,0.8,0.2,True,Excavator,S008,True,49.18
EQX1001,2026-08-02T03:58:00Z,26.911262,75.785926,1230.53,212.06,84.9,2.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:02:00Z,26.913886,75.786523,1230.53,212.06,84.9,14.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:04:00Z,26.913344,75.786744,1230.53,212.06,84.9,9.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:07:00Z,26.913124,75.786331,1230.53,212.06,84.9,5.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:19:00Z,26.913607,75.785763,1230.53,212.06,84.8,4.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:22:00Z,26.91356,75.787979,1230.53,212.06,84.8,7.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:29:00Z,26.9125,75.7876,1230.53,212.06,84.8,9.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:52:00Z,26.911155,75.787479,1230.53,212.06,84.8,5.3,8.3,True,Excavator,S008,True,49.18
EQX1001,2026-08-02T04:57:00Z,26.909719,75.787369,1230.53,212.06,84.7,13.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:58:00Z,26.912771,75.785858,1230.53,212.06,84.7,0.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T04:59:00Z,26.911267,75.788792,1230.53,212.06,84.7,1.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T05:08:00Z,26.913722,75.787311,1230.53,212.06,84.7,3.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T05:15:00Z,26.911496,75.786437,1230.53,212.06,84.7,9.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T05:27:00Z,26.912364,75.78703,1230.53,212.06,84.6,8.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T05:35:00Z,26.912455,75.786613,1230.53,212.06,84.6,11.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T05:38:00Z,26.914556,75.785199,1230.53,212.06,84.6,8.1,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T06:10:00Z,26.91211,75.787161,1230.53,212.06,84.5,5.4,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T06:43:00Z,26.91389,75.786118,1230.53,212.06,84.5,2.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T06:49:00Z,26.912873,75.788801,1230.53,212.06,84.5,3.0,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T06:57:00Z,26.91244,75.787064,1230.53,212.06,84.4,1.8,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T07:01:00Z,26.912136,75.786294,1230.53,212.06,84.4,11.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T07:13:00Z,26.914049,75.787541,1230.53,212.06,84.4,11.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T07:23:00Z,26.911846,75.786256,1230.53,212.06,84.4,8.2,11.7,True,Excavator,S008,True,49.18
EQX1001,2026-08-02T07:36:00Z,26.913187,75.787969,1230.53,212.06,84.4,3.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T07:40:00Z,26.911369,75.787607,1230.53,212.06,84.3,1.6,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T07:54:00Z,26.913389,75.787345,1230.53,212.06,84.3,4.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T08:00:00Z,26.91248,75.787556,1230.53,212.06,84.3,5.3,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T08:04:00Z,26.913003,75.788917,1230.53,212.06,84.2,13.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T08:18:00Z,26.91305,75.78841,1230.53,212.06,84.2,14.5,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T08:20:00Z,26.911416,75.786757,1230.53,212.06,84.2,10.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T08:28:00Z,26.911665,75.786882,1230.53,212.06,84.1,7.2,0.0,False,Excavator,S008,False,49.18
EQX1001,2026-08-02T08:40:00Z,26.911932,75.78657,1230.53,212.06,84.1,8.8,0.0,False,Excavator,S008,False,49.18
